https://account.microsoft.com/devices/,Microsoft 帐户 | 设备
https://mail.163.com/js6/main.jsp?sid=RAFMMnzzzHqSoXxZwIzzKPytlSWOBEUA,网易免费邮箱 - 中国第一大电子邮件服务商
http://i.mooc.mooc.whu.edu.cn/space/index,武汉大学
https://iptv.tsinghua.edu.cn/v2/list/channel/%E9%AB%98%E6%B8%85%E9%A2%91%E9%81%93,清华大学用户电子身份服务系统
https://www.youtube.com/,www.youtube.com
https://github.com/,GitHub
https://www.youtube.com/?gl=US,YouTube
https://addoncrop.com/,Addoncrop - Extends the functionality of your web browser
https://mail.google.com/mail/u/0/,Gmail
https://www.bilibili.com/,哔哩哔哩 (゜-゜)つロ 干杯~-bilibili
https://www.huya.com/11352915,主播辣眼睛直播_虎牙直播
https://whu.edu.cn/coremail/XT5/index.jsp?sid=BAseFxyyleiTUxFFVhyyYDrEzMlDEQBn#mail.list%7C%7B%22fid%22%3A1%7D,武汉大学邮件系统
https://www.mgtv.com/,www.mgtv.com
https://www.tjupt.org/torrents.php,www.tjupt.org
https://www.tjupt.org/login.php?returnto=torrents.php,www.tjupt.org
https://github.com/login,Sign in to GitHub · GitHub
https://github.com/session,GitHub
https://github.com/testerSunshine/12306#python%E7%89%88%E6%9C%AC,testerSunshine/12306: 12306智能刷票，订票
https://www.processon.com/diagrams,ProcessOn - 免费在线作图，思维导图，流程图，实时协作
https://whu.edu.cn/coremail/index.jsp?cus=1,武汉大学邮件系统
https://www.baidu.com/#ie=UTF-8&wd=%E7%8F%9E%E7%8F%88%E5%9C%A8%E7%BA%BF,珞珈在线_百度搜索
https://www.baidu.com/s?ie=UTF-8&wd=%E7%8F%9E%E7%8F%88%E5%9C%A8%E7%BA%BF,珞珈在线_百度搜索
http://www.mooc.whu.edu.cn/,武汉大学网络教学平台
http://www.mooc.whu.edu.cn/portal,武汉大学网络教学平台
http://www1.mooc.whu.edu.cn/sso/whu,统一身份认证
http://www1.mooc.whu.edu.cn/sso/whu?refer=null,
http://cas.whu.edu.cn/authserver/login?service=http%3A%2F%2Fwww1.mooc.whu.edu.cn%2Fsso%2Fwhu%3Frefer%3Dnull,
https://cas.whu.edu.cn/authserver/login?service=http%3A%2F%2Fwww1.mooc.whu.edu.cn%2Fsso%2Fwhu%3Frefer%3Dnull,
http://www.mooc.whu.edu.cn/sso/login?d=4A5D312A1574035F9F2F2944261FE717&backurl=http://i.mooc.mooc.whu.edu.cn/space/index,
http://www.mooc.whu.edu.cn/login/auth,武汉大学
http://www.mooc.whu.edu.cn/checkLogin?fid=1024&tourl=http://i.mooc.mooc.whu.edu.cn/space/index.shtml,武汉大学
http://i.mooc.mooc.whu.edu.cn/space/index.shtml,武汉大学
http://mooc1.mooc.whu.edu.cn/mycourse/studentcourse?courseId=207621132&vc=1&clazzid=16406467&enc=06b9171eaa692e5a704421c99fb50ab2,学习进度页面
https://www.baidu.com/#ie=UTF-8&wd=%E7%88%B1%E5%A5%87%E8%89%BA,爱奇艺_百度搜索
https://www.baidu.com/s?ie=UTF-8&wd=%E7%88%B1%E5%A5%87%E8%89%BA,爱奇艺_百度搜索
https://www.iqiyi.com/,爱奇艺-在线视频网站-海量正版高清视频在线观看
https://search.bilibili.com/all?keyword=%E7%B2%A4%E7%94%B7%E6%9C%89%E8%AF%9D%E5%84%BF,粤男有话儿 - 搜索结果 - 哔哩哔哩弹幕视频网 - ( ゜- ゜)つロ 乾杯~ - bilibili
https://www.baidu.com/#ie=UTF-8&wd=qq%E9%82%AE%E7%AE%B1,qq邮箱_百度搜索
https://www.baidu.com/s?ie=UTF-8&wd=qq%E9%82%AE%E7%AE%B1,qq邮箱_百度搜索
http://cas.whu.edu.cn/authserver/login?service=http%3A%2F%2Fwww1.mooc.whu.edu.cn%2Fsso%2Fwhu,统一身份认证
https://cas.whu.edu.cn/authserver/login?service=http%3A%2F%2Fwww1.mooc.whu.edu.cn%2Fsso%2Fwhu,统一身份认证
http://mooc1.mooc.whu.edu.cn/mycourse/studentcourse?courseId=206895901&vc=1&clazzid=13869272&enc=3a8546e836ca1d713fa74617d5712dbc,学习进度页面
http://mooc1.mooc.whu.edu.cn/work/getAllWork?courseId=206895901&isdisplaytable=2&mooc=1&ut=s&classId=13869272&enc=3a8546e836ca1d713fa74617d5712dbc,软件测试技术-作业
https://github.com/20192021855-DCAN,20192021855-DCAN
https://github.com/20192021855-DCAN/HOMEWORK-1,GitHub - 20192021855-DCAN/HOMEWORK-1: 分布式与网络第一次作业提交
https://github.com/orgs/20192021855-DCAN/teams/20192021855-dcan,20192021855-DCAN · 20192021855-DCAN Discussion
https://github.com/orgs/20192021855-DCAN/teams/20192021855-dcan/repositories,20192021855-DCAN · 20192021855-DCAN Team
https://github.com/logout,The world’s leading software development platform · GitHub
http://www.mooc.whu.edu.cn/logout.jsp,武汉大学网络教学平台
http://www.mooc.whu.edu.cn/loginout?backurl=,武汉大学网络教学平台
http://mooc1.mooc.whu.edu.cn/work/getAllWork?classId=13869272&courseId=206895901&isdisplaytable=2&mooc=1&ut=s&enc=3a8546e836ca1d713fa74617d5712dbc&cpi=40249945&openc=0d7bdb0b76b36156bad059aa75da0a2f,软件测试技术-作业
https://mp.weixin.qq.com/advanced/homepage?t=homepage/select&action=select&lang=zh_CN&token=854020123,公众号
http://bashi5.org/,巴士资源搜索 - 磁力搜索
https://www.chongbuluo.com/,虫部落-让搜索更简单！
https://login.microsoft.com/consumer/fido/get?mkt=ZH-CN&lc=2052,登录到您的帐户
https://ke.qq.com/webcourse/index.html?cid=786340&term_id=100884589&lite=1&from=800021724,软件测试技术
https://ke.qq.com/webcourse/index.html?cid=786340&term_id=100884589&lite=1&from=800021724#cid=786340&term_id=100884589&taid=5767604208402340&lite=1,软件测试技术
http://passport2.mooc.whu.edu.cn/logout.html?refer=http://www.mooc.whu.edu.cn/logout.jsp,武汉大学网络教学平台
http://mooc1.mooc.whu.edu.cn/mycourse/studentcourse?courseId=207621132&clazzid=16406467&vc=1&cpi=40249945&enc=06b9171eaa692e5a704421c99fb50ab2,学习进度页面
https://addoncrop.com/en/,Addoncrop - Extends the functionality of your web browser
https://www.baidu.com/#ie=UTF-8&wd=aiqiyi,百度一下，你就知道
https://www.baidu.com/s?ie=UTF-8&wd=aiqiyi,爱奇艺_百度搜索
https://github.com/network-distributed/labs,network-distributed/labs
https://www.douban.com/group/topic/10587141/?type=like&start=0,常用IPv6网站：
https://www.twr360.org/music-and-radio/?lang=3&gclid=EAIaIQobChMIzMni85vk2wIV3LfACh0YuAjCEAEYASAAEgIzovD_BwE,TWR360 | 音乐与电台
http://www.bbc.com/,BBC - Homepage
https://github.com/arlopeng9/course-manage,arlopeng9/course-manage
https://github.com/arlopeng9/course-manage/tree/develop-pyj/test,course-manage/test at develop-pyj · arlopeng9/course-manage
https://zh-cn.ac-illust.com/?gclid=EAIaIQobChMIo7aU3JOV3gIVhKqWCh1u_QqbEAEYASAAEgJYXPD_BwE,zh-cn.ac-illust.com
https://www.bilibili.com/video/av83155028?p=9,【SBS综艺】Running Man 2020合集开始（更新E497.200405 主题：眼色任务+恶魔的低语 上 ）【RM】【TSKS】_哔哩哔哩 (゜-゜)つロ 干杯~-bilibili
https://getquicker.net/Share,动作库 - Quicker
http://mooc1.mooc.whu.edu.cn/mycourse/studentcourse?courseId=207621132&clazzid=16406467&enc=06b9171eaa692e5a704421c99fb50ab2,学习进度页面
